Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Volum;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;16,0m - 24,0m;>= 24,0m
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m28;2020-01-01T00:00+01:00;2020-02-01T00:00+01:00;2020;1;23;19;27;100;31;31;0;23;0;1;-;-;-;-;-;-;-
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m28;2020-01-01T00:00+01:00;2020-02-01T00:00+01:00;2020;1;12;10;14;100;31;31;0;12;0;Totalt i retning Fv 32 Wattenberg;-;-;-;-;-;-;-
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m28;2020-01-01T00:00+01:00;2020-02-01T00:00+01:00;2020;1;11;9;13;100;31;31;0;11;0;Totalt i retning MISSING DIRECTION;-;-;-;-;-;-;-
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m28;2020-01-01T00:00+01:00;2020-02-01T00:00+01:00;2020;1;23;19;27;100;31;31;0;23;0;Totalt;-;-;-;-;-;-;-
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m28;2020-02-01T00:00+01:00;2020-03-01T00:00+01:00;2020;2;25;20;30;100;29;29;0;25;0;1;-;-;-;-;-;-;-
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m28;2020-02-01T00:00+01:00;2020-03-01T00:00+01:00;2020;2;13;11;15;100;29;29;0;13;0;Totalt i retning Fv 32 Wattenberg;-;-;-;-;-;-;-
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m28;2020-02-01T00:00+01:00;2020-03-01T00:00+01:00;2020;2;13;11;15;100;29;29;0;13;0;Totalt i retning MISSING DIRECTION;-;-;-;-;-;-;-
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m28;2020-02-01T00:00+01:00;2020-03-01T00:00+01:00;2020;2;25;20;30;100;29;29;0;25;0;Totalt;-;-;-;-;-;-;-
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m28;2020-03-01T00:00+01:00;2020-04-01T00:00+02:00;2020;3;41;34;48;100;31;31;0;41;0;1;-;-;-;-;-;-;-
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m28;2020-03-01T00:00+01:00;2020-04-01T00:00+02:00;2020;3;22;18;26;100;31;31;0;22;0;Totalt i retning Fv 32 Wattenberg;-;-;-;-;-;-;-
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m28;2020-03-01T00:00+01:00;2020-04-01T00:00+02:00;2020;3;19;15;23;100;31;31;0;19;0;Totalt i retning MISSING DIRECTION;-;-;-;-;-;-;-
