Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Volum;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m94;2020-01-01T00:00+01:00;2020-02-01T00:00+01:00;2020;1;23;19;27;100,0;31;31;0;23;0,0;1;-;-;-;-;-;-;-;-
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m94;2020-01-01T00:00+01:00;2020-02-01T00:00+01:00;2020;1;12;10;14;100,0;31;31;0;12;0,0;Totalt i retning Vattenberg;-;-;-;-;-;-;-;-
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m94;2020-01-01T00:00+01:00;2020-02-01T00:00+01:00;2020;1;11;9;13;100,0;31;31;0;11;0,0;Totalt i retning Rising;-;-;-;-;-;-;-;-
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m94;2020-01-01T00:00+01:00;2020-02-01T00:00+01:00;2020;1;23;19;27;100,0;31;31;0;23;0,0;Totalt;-;-;-;-;-;-;-;-
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m94;2020-02-01T00:00+01:00;2020-03-01T00:00+01:00;2020;2;25;20;30;100,0;29;29;0;25;0,0;1;-;-;-;-;-;-;-;-
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m94;2020-02-01T00:00+01:00;2020-03-01T00:00+01:00;2020;2;13;11;15;100,0;29;29;0;13;0,0;Totalt i retning Vattenberg;-;-;-;-;-;-;-;-
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m94;2020-02-01T00:00+01:00;2020-03-01T00:00+01:00;2020;2;13;11;15;100,0;29;29;0;13;0,0;Totalt i retning Rising;-;-;-;-;-;-;-;-
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m94;2020-02-01T00:00+01:00;2020-03-01T00:00+01:00;2020;2;25;20;30;100,0;29;29;0;25;0,0;Totalt;-;-;-;-;-;-;-;-
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m94;2020-03-01T00:00+01:00;2020-04-01T00:00+02:00;2020;3;41;34;48;100,0;31;31;0;41;0,0;1;-;-;-;-;-;-;-;-
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m94;2020-03-01T00:00+01:00;2020-04-01T00:00+02:00;2020;3;22;18;26;100,0;31;31;0;22;0,0;Totalt i retning Vattenberg;-;-;-;-;-;-;-;-
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m94;2020-03-01T00:00+01:00;2020-04-01T00:00+02:00;2020;3;19;15;23;100,0;31;31;0;19;0,0;Totalt i retning Rising;-;-;-;-;-;-;-;-
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m94;2020-03-01T00:00+01:00;2020-04-01T00:00+02:00;2020;3;41;34;48;100,0;31;31;0;41;0,0;Totalt;-;-;-;-;-;-;-;-
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m94;2020-04-01T00:00+02:00;2020-05-01T00:00+02:00;2020;4;87;75;99;100,0;30;30;0;87;0,0;1;-;-;-;-;-;-;-;-
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m94;2020-04-01T00:00+02:00;2020-05-01T00:00+02:00;2020;4;47;41;53;100,0;30;30;0;47;0,0;Totalt i retning Vattenberg;-;-;-;-;-;-;-;-
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m94;2020-04-01T00:00+02:00;2020-05-01T00:00+02:00;2020;4;39;33;45;100,0;30;30;0;39;0,0;Totalt i retning Rising;-;-;-;-;-;-;-;-
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m94;2020-04-01T00:00+02:00;2020-05-01T00:00+02:00;2020;4;87;75;99;100,0;30;30;0;87;0,0;Totalt;-;-;-;-;-;-;-;-
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m94;2020-05-01T00:00+02:00;2020-06-01T00:00+02:00;2020;5;115;99;131;100,0;31;31;0;115;0,0;1;-;-;-;-;-;-;-;-
00264B521464;Luksefjellvegen sykkeltellepunkt;FV3280 S1D1 m94;2020-05-01T00:00+02:00;2020-06-01T00:00+02:00;2020;5;63;54;72;100,0;31;31;0;63;0,0;Totalt i retning Vattenberg;-;-;-;-;-;-;-;-
